Pitch motor $u_\theta$ [V],Yaw motor $u_\psi$ [V],Pitch angle $\theta$ [rad],Yaw angle $\psi$ [rad],Sample time $\Delta t$ [s]
1.3705,0.48043,-0.40629,1.4974,
1.3705,0.48043,-0.40427,1.4958,
1.3705,0.48043,-0.41155,1.5281,
1.3705,0.48043,-0.40224,1.5103,
1.3705,0.48043,-0.41277,1.5379,
1.3705,0.48043,-0.41074,1.5492,
1.3705,0.48043,-0.40427,1.533,
1.3705,0.48043,-0.40953,1.5484,
1.3705,0.48043,-0.41034,1.5605,
1.3705,0.48043,-0.40629,1.5589,
1.3705,0.48043,-0.40184,1.5605,
1.3705,0.48043,-0.40872,1.5759,
1.3705,0.48043,-0.40953,1.5945,
1.3705,0.48043,-0.4067,1.5832,
1.3705,0.48043,-0.41236,1.6067,
1.3705,0.48043,-0.4071,1.597,
1.3705,0.48043,-0.40589,1.5953,
1.3705,0.48043,-0.40872,1.6131,
1.3705,0.48043,-0.4075,1.6204,
1.3705,0.48043,-0.40912,1.6277,
1.3705,0.48043,-0.4071,1.6293,
1.3705,0.48043,-0.40629,1.6269,
1.3705,0.48043,-0.41155,1.6488,
1.3705,0.48043,-0.4075,1.6447,
1.3705,0.48043,-0.40184,1.6342,
1.3705,0.48043,-0.40953,1.6642,
1.3705,0.48043,-0.40386,1.6561,
1.3705,0.48043,-0.40629,1.6698,
1.3705,0.48043,-0.41196,1.6925,
1.3705,0.48043,-0.40629,1.6771,
1.3705,0.48043,-0.41155,1.6957,
1.3705,0.48043,-0.40346,1.686,
1.3705,0.48043,-0.40427,1.7273,
1.3705,0.48043,-0.40184,1.7378,
1.3705,0.48043,-0.40508,1.7419,
1.3705,0.48043,-0.40831,1.7589,
1.3705,0.48043,-0.41155,1.7686,
1.3705,0.48043,-0.41236,1.7783,
1.3705,0.48043,-0.40953,1.7702,
1.3705,0.48043,-0.40265,1.771,
1.3705,0.48043,-0.41196,1.801,
1.3705,0.48043,-0.40831,1.7929,
1.3705,0.48043,-0.40508,1.7929,
1.3705,0.48043,-0.41196,1.8164,
1.3705,0.48043,-0.40872,1.8131,
1.3705,0.48043,-0.39941,1.818,
1.3705,0.48043,-0.399,1.8164,
1.3705,0.48043,-0.39779,1.8253,
1.3705,0.48043,-0.399,1.8317,
1.3705,0.48043,-0.39698,1.835,
1.3705,0.48043,-0.40022,1.8463,
1.3705,0.48043,-0.39779,1.8746,
1.3705,0.48043,-0.40427,1.8836,
1.3705,0.48043,-0.39941,1.8795,
1.3705,0.48043,-0.40022,1.8933,
1.3705,0.48043,-0.39819,1.9006,
1.3705,0.48043,-0.39698,1.9248,
1.3705,0.48043,-0.39779,1.9281,
1.3705,0.48043,-0.39941,1.9443,
1.3705,0.48043,-0.39293,1.9378,
1.3705,0.48043,-0.40062,1.9564,
1.3705,0.48043,-0.38969,1.9394,
1.3705,0.48043,-0.39172,1.9524,
1.3705,0.48043,-0.39536,1.971,
1.3705,0.48043,-0.39212,1.9686,
1.3705,0.48043,-0.39617,1.9839,
1.3705,0.48043,-0.38686,1.9856,
1.3705,0.48043,-0.39091,1.9969,
1.3705,0.48043,-0.38807,2.0018,
1.3705,0.48043,-0.38969,2.0179,
1.3705,0.48043,-0.38727,2.0115,
1.3705,0.48043,-0.38727,2.026,
1.3705,0.48043,-0.39212,2.0382,
1.3705,0.48043,-0.38767,2.0349,
1.3705,0.48043,-0.38524,2.0463,
1.3705,0.48043,-0.39212,2.0649,
1.3705,0.48043,-0.37715,2.0649,
1.3705,0.48043,-0.38767,2.1038,
1.3705,0.48043,-0.38727,2.1127,
1.3705,0.48043,-0.38767,2.1378,
1.3705,0.48043,-0.37593,2.12,
1.3705,0.48043,-0.3816,2.1483,
1.3705,0.48043,-0.37512,2.1353,
1.3705,0.48043,-0.37472,2.1442,
1.3705,0.48043,-0.37391,2.1459,
1.3705,0.48043,-0.37593,2.1718,
1.3705,0.48043,-0.37998,2.1961,
1.3705,0.48043,-0.36986,2.1896,
1.3705,0.48043,-0.37269,2.1985,
1.3705,0.48043,-0.36541,2.2042,
1.3705,0.48043,-0.37026,2.222,
1.3705,0.48043,-0.37553,2.2365,
1.3705,0.48043,-0.36783,2.2301,
1.3705,0.48043,-0.37188,2.2463,
1.3705,0.48043,-0.37067,2.2584,
1.3705,0.48043,-0.36824,2.2624,
1.3705,0.48043,-0.36338,2.2576,
1.3705,0.48043,-0.35974,2.2786,
1.3705,0.48043,-0.36055,2.2794,
1.3705,1.5258,-0.35893,2.3434,
1.3705,1.5258,-0.35407,2.3531,
1.3705,1.5258,-0.3561,2.3636,
1.3705,1.5258,-0.35812,2.375,
1.3705,1.5258,-0.34719,2.3645,
1.3705,1.5258,-0.34921,2.3896,
1.3705,1.5258,-0.34638,2.4009,
1.3705,1.5258,-0.35002,2.4025,
1.3705,1.5258,-0.348,2.4179,
1.3705,1.5258,-0.34031,2.4187,
1.3705,1.5258,-0.34152,2.4236,
1.3705,1.5258,-0.34517,2.4454,
1.3705,1.5258,-0.34719,2.4438,
1.3705,1.5258,-0.34193,2.4543,
1.3705,1.5258,-0.34152,2.4608,
1.3705,1.5258,-0.348,2.477,
1.3705,1.5258,-0.35002,2.4899,
1.3705,1.5258,-0.35205,2.4916,
1.3705,1.5258,-0.34962,2.5021,
1.3705,1.5258,-0.34557,2.5142,
1.3705,1.5258,-0.34071,2.5175,
1.3705,1.5258,-0.33545,2.511,
1.3705,1.5258,-0.3399,2.5523,
1.3705,1.5258,-0.3395,2.5717,
1.3705,1.5258,-0.33667,2.5604,
1.3705,1.5258,-0.33747,2.562,
1.3705,1.5258,-0.34395,2.5806,
1.3705,1.5258,-0.34395,2.5871,
1.3705,1.5258,-0.34152,2.579,
1.3705,1.5258,-0.34071,2.5903,
1.3705,1.5258,-0.34233,2.6098,
1.3705,1.5258,-0.33383,2.6049,
1.3705,1.5258,-0.34152,2.6049,
1.3705,1.5258,-0.33505,2.6227,
1.3705,1.5258,-0.33545,2.609,
1.3705,1.5258,-0.34071,2.6276,
1.3705,1.5258,-0.34395,2.634,
1.3705,1.5258,-0.33302,2.6316,
1.3705,1.5258,-0.3395,2.6365,
1.3705,1.5258,-0.34557,2.6454,
1.3705,1.5258,-0.34314,2.647,
1.3705,1.5258,-0.33505,2.647,
1.3705,1.5258,-0.34071,2.6502,
1.3705,1.5258,-0.34314,2.6543,
1.3705,1.5258,-0.34274,2.6535,
1.3705,1.5258,-0.34274,2.6697,
1.3705,1.5258,-0.33707,2.6608,
1.3705,1.5258,-0.33586,2.6583,
1.3705,1.5258,-0.33788,2.6616,
1.3705,1.5258,-0.33909,2.6721,
1.3705,1.5258,-0.34152,2.664,
1.3705,1.5258,-0.34152,2.6802,
1.3705,1.5258,-0.34193,2.6834,
1.3705,1.5258,-0.33626,2.6713,
1.3705,1.5258,-0.33667,2.6721,
1.3705,1.5258,-0.33788,2.6745,
1.3705,1.5258,-0.34071,2.6761,
1.3705,1.5258,-0.33788,2.6842,
1.3705,1.5258,-0.33505,2.6851,
1.3705,1.5258,-0.34557,2.681,
1.3705,1.5258,-0.34193,2.677,
1.3705,1.5258,-0.34476,2.6818,
1.3705,1.5258,-0.34557,2.6802,
1.3705,1.5258,-0.34436,2.6794,
1.3705,1.5258,-0.33545,2.6705,
1.3705,1.5258,-0.33586,2.6859,
1.3705,1.5258,-0.33909,2.6753,
1.3705,1.5258,-0.33424,2.677,
1.3705,1.5258,-0.33828,2.6729,
1.3705,1.5258,-0.33869,2.6745,
1.3705,1.5258,-0.33626,2.681,
1.3705,1.5258,-0.3484,2.6826,
1.3705,1.5258,-0.34759,2.6761,
1.3705,1.5258,-0.34395,2.6624,
1.3705,1.5258,-0.34517,2.6624,
1.3705,1.5258,-0.3484,2.6648,
1.3705,1.5258,-0.34031,2.6721,
1.3705,1.5258,-0.34719,2.6648,
1.3705,1.5258,-0.34921,2.6664,
1.3705,1.5258,-0.34436,2.6616,
1.3705,1.5258,-0.34233,2.6583,
1.3705,1.5258,-0.34314,2.6721,
1.3705,1.5258,-0.348,2.6608,
1.3705,1.5258,-0.34719,2.6519,
1.3705,1.5258,-0.34638,2.6519,
1.3705,1.5258,-0.34152,2.6454,
1.3705,1.5258,-0.34517,2.6486,
1.3705,1.5258,-0.35245,2.6575,
1.3705,1.5258,-0.35083,2.66,
1.3705,1.5258,-0.3561,2.647,
1.3705,1.5258,-0.3561,2.643,
1.3705,1.5258,-0.35812,2.6446,
1.3705,1.5258,-0.34881,2.634,
1.3705,1.5258,-0.34962,2.6268,
1.3705,1.5258,-0.34759,2.6219,
1.3705,1.5258,-0.3561,2.6308,
1.3705,1.5258,-0.348,2.6211,
1.3705,1.5258,-0.34881,2.6219,
1.3705,1.5258,-0.34962,2.6227,
1.3705,1.5258,-0.3561,2.6203,
1.3705,1.5258,-0.36136,2.6187,
1.3705,1.5258,-0.36298,2.6227,
1.3705,1.5258,-0.36379,2.6219,
1.3705,1.5258,-0.35812,2.6235,
1.3705,1.5258,-0.35933,2.6146,
1.3705,1.5258,-0.35326,2.6033,
1.3705,1.5258,-0.35407,2.5968,
1.3705,1.5258,-0.35691,2.6,
1.3705,1.5258,-0.36014,2.6041,
1.3705,1.5258,-0.36136,2.5952,
1.3705,1.5258,-0.36014,2.5911,
1.3705,1.5258,-0.36136,2.5992,
1.3705,1.5258,-0.36986,2.5976,
1.3705,1.5258,-0.36541,2.5806,
1.3705,1.5258,-0.36055,2.5725,
1.3705,1.5258,-0.36662,2.5677,
1.3705,1.5258,-0.35852,2.5685,
1.3705,1.5258,-0.35974,2.5555,
1.3705,1.5258,-0.35893,2.5636,
1.3705,1.5258,-0.36298,2.5669,
1.3705,1.5258,-0.37269,2.5571,
1.3705,1.5258,-0.37391,2.5458,
1.3705,1.5258,-0.3731,2.545,
1.3705,1.5258,-0.3731,2.5442,
1.3705,1.5258,-0.36703,2.532,
1.3705,1.5258,-0.36905,2.5272,
1.3705,1.5258,-0.3735,2.5385,
1.3705,1.5258,-0.36541,2.5272,
1.3705,1.5258,-0.3646,2.5256,
1.3705,1.5258,-0.36986,2.5158,
1.3705,1.5258,-0.3731,2.5142,
1.3705,1.5258,-0.38119,2.5215,
1.3705,1.5258,-0.37876,2.5102,
1.3705,1.5258,-0.37715,2.5053,
1.3705,1.5258,-0.38079,2.5013,
1.3705,1.5258,-0.38119,2.4997,
1.3705,1.5258,-0.38079,2.4988,
1.3705,1.5258,-0.37795,2.5029,
1.3705,1.5258,-0.3735,2.4754,
1.3705,1.5258,-0.37593,2.4818,
1.3705,1.5258,-0.37836,2.464,
1.3705,1.5258,-0.37755,2.4729,
1.3705,1.5258,-0.38807,2.4657,
1.3705,1.5258,-0.38807,2.4657,
1.3705,1.5258,-0.37836,2.4373,
1.3705,1.5258,-0.38565,2.4478,
1.3705,1.5258,-0.37998,2.4373,
1.3705,1.5258,-0.38119,2.4292,
1.3705,1.5258,-0.37917,2.4244,
1.3705,1.5258,-0.38807,2.443,
1.3705,1.5258,-0.38524,2.4236,
1.3705,1.5258,-0.38767,2.4082,
1.3705,1.5258,-0.38403,2.4041,
1.3705,1.5258,-0.39374,2.4155,
1.3705,1.5258,-0.38646,2.409,
1.3705,1.5258,-0.39172,2.4001,
1.3705,1.5258,-0.38686,2.3968,
1.3705,1.5258,-0.39091,2.3855,
1.3705,1.5258,-0.38969,2.3596,
1.3705,1.5258,-0.39374,2.3596,
1.3705,1.5258,-0.38727,2.3442,
1.3705,1.5258,-0.39293,2.3507,
1.3705,1.5258,-0.3901,2.3377,
1.3705,1.5258,-0.38929,2.3296,
1.3705,1.5258,-0.38888,2.3402,
1.3705,1.5258,-0.39455,2.3134,
1.3705,1.5258,-0.39536,2.3118,
1.3705,1.5258,-0.38848,2.3134,
1.3705,1.5258,-0.39658,2.3021,
1.3705,1.5258,-0.39131,2.2892,
1.3705,1.5258,-0.39577,2.2989,
1.3705,1.5258,-0.39536,2.2811,
1.3705,1.5258,-0.39536,2.2892,
1.3705,1.5258,-0.39779,2.2875,
1.3705,1.5258,-0.39455,2.2608,
1.3705,1.5258,-0.399,2.2697,
1.3705,1.5258,-0.39779,2.2633,
1.3705,1.5258,-0.39496,2.2527,
1.3705,1.5258,-0.40022,2.2487,
1.3705,1.5258,-0.40143,2.2365,
1.3705,1.5258,-0.40467,2.2333,
1.3705,1.5258,-0.39617,2.2082,
1.3705,1.5258,-0.39738,2.209,
1.3705,1.5258,-0.40062,2.1896,
1.3705,1.5258,-0.39819,2.1807,
1.3705,1.5258,-0.40305,2.1855,
1.3705,1.5258,-0.40022,2.1896,
1.3705,1.5258,-0.40305,2.192,
1.3705,1.5258,-0.39738,2.1475,
1.3705,1.5258,-0.40143,2.1523,
1.3705,1.5258,-0.3986,2.141,
1.3705,1.5258,-0.40062,2.1523,
1.3705,1.5258,-0.40427,2.1483,
1.3705,1.5258,-0.40184,2.1434,
1.3705,1.5258,-0.40953,2.1232,
1.3705,1.5258,-0.4067,2.1078,
1.3705,1.5258,-0.4067,2.1159,
1.3705,1.5258,-0.40305,2.1005,
1.3705,1.5258,-0.40589,2.0876,
1.3705,1.5258,-0.4071,2.1005,
1.3705,1.5258,-0.40265,2.0633,
1.3705,1.5258,-0.40386,2.0584,
1.3705,1.5258,-0.40265,2.0099,
1.3705,1.5258,-0.40224,2.0147,
1.3705,1.5258,-0.40224,2.009,
1.3705,1.5258,-0.40305,1.988,
1.3705,1.5258,-0.41074,2.0042,
1.3705,1.5258,-0.4067,1.9856,
1.3705,1.5258,-0.40427,1.9605,
1.3705,1.5258,-0.40831,1.9629,
1.3705,1.5258,-0.40386,1.9637,
1.3705,1.5258,-0.40427,1.9362,
1.3705,1.5258,-0.41439,1.958,
1.3705,1.5258,-0.4152,1.9427,
1.3705,1.5258,-0.41843,1.9508,
1.3705,1.5258,-0.41722,1.9289,
1.3705,1.5258,-0.41074,1.9014,
1.3705,1.5258,-0.41236,1.8949,
1.3705,1.5258,-0.41277,1.8949,
1.3705,1.5258,-0.41722,1.8997,
1.3705,1.5258,-0.40953,1.873,
1.3705,1.5258,-0.41641,1.8738,
1.3705,1.5258,-0.40831,1.8479,
1.3705,1.5258,-0.41843,1.8666,
1.3705,1.5258,-0.4152,1.8431,
1.3705,1.5258,-0.41641,1.8382,
1.3705,1.5258,-0.41358,1.8204,
1.3705,1.5258,-0.41682,1.8131,
1.3705,1.5258,-0.40831,1.7994,
1.3705,1.5258,-0.41479,1.7937,
1.3705,1.5258,-0.41803,1.8018,
1.3705,1.5258,-0.41803,1.7945,
1.3705,1.5258,-0.41196,1.7694,
1.3705,1.5258,-0.40953,1.7532,
1.3705,1.5258,-0.41034,1.7435,
1.3705,1.5258,-0.4075,1.7289,
1.3705,1.5258,-0.41439,1.733,
1.3705,1.5258,-0.41034,1.7192,
1.3705,1.5258,-0.41439,1.7184,
1.3705,1.5258,-0.41074,1.6844,
1.3705,1.5258,-0.41601,1.6941,
1.3705,1.5258,-0.41317,1.682,
1.3705,1.5258,-0.41358,1.669,
1.3705,1.5258,-0.40912,1.6552,
1.3705,1.5258,-0.41439,1.6625,
1.3705,1.5258,-0.41236,1.6293,
1.3705,0.52267,-0.41155,1.5702,
1.3705,0.52267,-0.4152,1.5654,
1.3705,0.52267,-0.41074,1.5395,
1.3705,0.52267,-0.41317,1.5492,
1.3705,0.52267,-0.40953,1.5225,
1.3705,0.52267,-0.41722,1.55,
1.3705,0.52267,-0.41277,1.5233,
1.3705,0.52267,-0.41155,1.5006,
1.3705,0.52267,-0.41074,1.4958,
1.3705,0.52267,-0.4075,1.4788,
1.3705,0.52267,-0.4156,1.4966,
1.3705,0.52267,-0.40791,1.4755,
1.3705,0.52267,-0.4067,1.4723,
1.3705,0.52267,-0.40548,1.4415,
1.3705,0.52267,-0.40589,1.4318,
1.3705,0.52267,-0.40548,1.4253,
1.3705,0.52267,-0.41155,1.4367,
1.3705,0.52267,-0.40143,1.4107,
1.3705,0.52267,-0.4075,1.4148,
1.3705,0.52267,-0.41196,1.4043,
1.3705,0.52267,-0.40791,1.3946,
1.3705,0.52267,-0.40629,1.3816,
1.3705,0.52267,-0.40589,1.3832,
1.3705,0.52267,-0.3986,1.3298,
1.3705,0.52267,-0.39941,1.3298,
1.3705,0.52267,-0.39577,1.3176,
1.3705,0.52267,-0.39779,1.3096,
1.3705,0.52267,-0.39698,1.3031,
1.3705,0.52267,-0.39577,1.3128,
1.3705,0.52267,-0.39779,1.3209,
1.3705,0.52267,-0.39496,1.2893,
1.3705,0.52267,-0.40062,1.2925,
1.3705,0.52267,-0.39617,1.2885,
1.3705,0.52267,-0.40062,1.2853,
1.3705,0.52267,-0.3901,1.2561,
1.3705,0.52267,-0.39212,1.2585,
1.3705,0.52267,-0.39374,1.2634,
1.3705,0.52267,-0.3901,1.2529,
1.3705,0.52267,-0.38848,1.244,
1.3705,0.52267,-0.39334,1.2504,
1.3705,0.52267,-0.3905,1.2407,
1.3705,0.52267,-0.38888,1.2351,
1.3705,0.52267,-0.38767,1.2164,
1.3705,0.52267,-0.38686,1.2092,
1.3705,0.52267,-0.38443,1.193,
1.3705,0.52267,-0.38767,1.1897,
1.3705,0.52267,-0.37795,1.1703,
1.3705,0.52267,-0.38443,1.1808,
1.3705,0.52267,-0.38767,1.1849,
1.3705,0.52267,-0.38484,1.1873,
1.3705,0.52267,-0.38484,1.1841,
1.3705,0.52267,-0.37836,1.1638,
1.3705,0.52267,-0.38038,1.1565,
1.3705,0.52267,-0.38241,1.1549,
1.3705,0.52267,-0.37553,1.1452,
1.3705,0.52267,-0.37512,1.1525,
1.3705,0.52267,-0.37715,1.1638,
1.3705,0.52267,-0.37553,1.1533,
1.3705,0.52267,-0.37188,1.1387,
1.3705,0.52267,-0.3735,1.1339,
1.3705,0.52267,-0.37067,1.1379,
1.3705,0.52267,-0.38119,1.1549,
1.3705,0.52267,-0.37836,1.1582,
1.3705,0.52267,-0.38038,1.1549,
1.3705,0.52267,-0.37188,1.1209,
1.3705,0.52267,-0.37067,1.1242,
1.3705,0.52267,-0.37391,1.1258,
1.3705,0.52267,-0.37229,1.1209,
1.3705,0.52267,-0.37148,1.1258,
1.3705,0.52267,-0.37715,1.1314,
1.3705,0.52267,-0.38119,1.142,
1.3705,0.52267,-0.37674,1.1371,
1.3705,0.52267,-0.37188,1.1258,
1.3705,0.52267,-0.38119,1.1355,
1.3705,0.52267,-0.37553,1.129,
1.3705,0.52267,-0.37553,1.1331,
1.3705,0.52267,-0.37795,1.1322,
1.3705,0.52267,-0.37957,1.146,
1.3705,0.52267,-0.37755,1.1428,
1.3705,0.52267,-0.37067,1.1242,
1.3705,0.52267,-0.382,1.1363,
1.3705,0.52267,-0.38241,1.1371,
1.3705,0.52267,-0.37917,1.1468,
1.3705,0.52267,-0.37998,1.1444,
1.3705,0.52267,-0.38079,1.142,
1.3705,0.52267,-0.37512,1.1298,
1.3705,0.52267,-0.37472,1.1306,
1.3705,0.52267,-0.37755,1.1501,
1.3705,0.52267,-0.37067,1.1347,
1.3705,0.52267,-0.38079,1.1549,
1.3705,0.52267,-0.37634,1.1484,
1.3705,0.52267,-0.37472,1.1322,
1.3705,0.52267,-0.38443,1.1598,
1.3705,0.52267,-0.38484,1.159,
1.3705,0.52267,-0.38565,1.1654,
1.3705,0.52267,-0.38848,1.1614,
1.3705,0.52267,-0.37795,1.1468,
1.3705,0.52267,-0.38767,1.1646,
1.3705,0.52267,-0.38646,1.1687,
1.3705,0.52267,-0.37917,1.1444,
1.3705,0.52267,-0.38807,1.1573,
1.3705,0.52267,-0.39212,1.1687,
1.3705,0.52267,-0.38605,1.1484,
1.3705,0.52267,-0.38969,1.1638,
1.3705,0.52267,-0.38686,1.1606,
1.3705,0.52267,-0.39131,1.1849,
1.3705,0.52267,-0.38565,1.1582,
1.3705,0.52267,-0.3905,1.1816,
1.3705,0.52267,-0.38443,1.163,
1.3705,0.52267,-0.39212,1.1711,
1.3705,0.52267,-0.39091,1.1841,
1.3705,0.52267,-0.39819,1.193,
1.3705,0.52267,-0.39577,1.1913,
1.3705,0.52267,-0.3901,1.1711,
1.3705,0.52267,-0.39374,1.1784,
1.3705,0.52267,-0.38969,1.1711,
1.3705,0.52267,-0.39212,1.1727,
1.3705,0.52267,-0.40062,1.1978,
1.3705,0.52267,-0.399,1.2027,
1.3705,0.52267,-0.40427,1.1978,
1.3705,0.52267,-0.40346,1.2075,
1.3705,0.52267,-0.40589,1.2003,
1.3705,0.52267,-0.39738,1.1889,
1.3705,0.52267,-0.39698,1.2003,
1.3705,0.52267,-0.40508,1.2164,
1.3705,0.52267,-0.39536,1.1978,
1.3705,0.52267,-0.3986,1.2019,
1.3705,0.52267,-0.40305,1.2189,
1.3705,0.52267,-0.40548,1.2148,
1.3705,0.52267,-0.40346,1.2237,
1.3705,0.52267,-0.41034,1.2197,
1.3705,0.52267,-0.40346,1.2035,
1.3705,0.52267,-0.4075,1.2245,
1.3705,0.52267,-0.4075,1.2229,
1.3705,0.52267,-0.40872,1.2294,
1.3705,0.52267,-0.40386,1.2254,
1.3705,0.52267,-0.40831,1.2391,
1.3705,0.52267,-0.40467,1.2213,
1.3705,0.52267,-0.41358,1.2488,
1.3705,0.52267,-0.41155,1.2504,
1.3705,0.52267,-0.40791,1.2456,
1.3705,0.52267,-0.41479,1.2675,
1.3705,0.52267,-0.41236,1.2545,
1.3705,0.52267,-0.41722,1.2658,
1.3705,0.52267,-0.41398,1.2577,
1.3705,0.52267,-0.42451,1.2715,
1.3705,0.52267,-0.41722,1.2642,
1.3705,0.52267,-0.41641,1.2537,
1.3705,0.52267,-0.4241,1.2836,
1.3705,0.52267,-0.42167,1.2925,
1.3705,0.52267,-0.41924,1.2836,
1.3705,0.52267,-0.42167,1.295,
1.3705,0.52267,-0.4152,1.2869,
1.3705,0.52267,-0.42208,1.3055,
1.3705,0.52267,-0.42127,1.2901,
1.3705,0.52267,-0.42086,1.2861,
1.3705,0.52267,-0.42977,1.3071,
1.3705,0.52267,-0.42167,1.2893,
1.3705,0.52267,-0.42613,1.3096,
1.3705,0.52267,-0.43017,1.3112,
1.3705,0.52267,-0.41965,1.3079,
1.3705,0.52267,-0.4237,1.3096,
1.3705,0.52267,-0.4237,1.3193,
1.3705,0.52267,-0.42855,1.3427,
1.3705,0.52267,-0.42167,1.3136,
1.3705,0.52267,-0.42613,1.333,
1.3705,0.52267,-0.42774,1.3419,
1.3705,0.52267,-0.42855,1.3436,
1.3705,0.52267,-0.42127,1.3355,
1.3705,0.52267,-0.42289,1.3484,
1.3705,0.52267,-0.42694,1.3614,
1.3705,0.52267,-0.42491,1.3508,
1.3705,0.52267,-0.42774,1.3516,
1.3705,0.52267,-0.43422,1.3687,
1.3705,0.52267,-0.4326,1.3727,
1.3705,0.52267,-0.43544,1.3687,
1.3705,0.52267,-0.42653,1.3703,
1.3705,0.52267,-0.42815,1.3606,
1.3705,0.52267,-0.42855,1.3646,
1.3705,0.52267,-0.42734,1.3654,
1.3705,0.52267,-0.43098,1.3865,
1.3705,0.52267,-0.43463,1.4043,
1.3705,0.52267,-0.42572,1.3832,
1.3705,0.52267,-0.42815,1.3986,
1.3705,0.52267,-0.42774,1.4091,
1.3705,0.52267,-0.42855,1.4132,
1.3705,0.52267,-0.43544,1.4294,
1.3705,0.52267,-0.43503,1.4302,
1.3705,0.52267,-0.43301,1.4326,
1.3705,0.52267,-0.43301,1.4326,
1.3705,0.52267,-0.43139,1.4367,
1.3705,0.52267,-0.42694,1.4391,
1.3705,0.52267,-0.43382,1.4609,
1.3705,0.52267,-0.43301,1.4561,
1.3705,0.52267,-0.42896,1.4383,
1.3705,0.52267,-0.43503,1.4626,
1.3705,0.52267,-0.42815,1.4593,
1.3705,0.52267,-0.42086,1.4618,
1.3705,0.52267,-0.42532,1.4747,
1.3705,0.52267,-0.42936,1.4804,
1.3705,0.52267,-0.42491,1.4707,
1.3705,0.52267,-0.4237,1.4779,
1.3705,0.52267,-0.42613,1.4909,
1.3705,0.52267,-0.42167,1.4941,
1.3705,0.52267,-0.42694,1.5063,
1.3705,0.52267,-0.42855,1.503,
1.3705,0.52267,-0.42855,1.5241,
1.3705,0.52267,-0.42532,1.5111,
1.3705,0.52267,-0.42451,1.52,
1.3705,0.52267,-0.42613,1.5379,
1.3705,0.52267,-0.42248,1.5379,
1.3705,0.52267,-0.41682,1.533,
1.3705,0.52267,-0.42167,1.5451,
1.3705,0.52267,-0.41398,1.5314,
1.3705,0.52267,-0.41398,1.5379,
1.3705,0.52267,-0.41358,1.5508,
1.3705,0.52267,-0.42451,1.5694,
1.3705,0.52267,-0.41398,1.5597,
1.3705,0.52267,-0.41601,1.5581,
1.3705,0.52267,-0.42046,1.5727,
1.3705,0.52267,-0.42127,1.5783,
1.3705,0.52267,-0.41439,1.5881,
1.3705,0.52267,-0.41196,1.5929,
1.3705,0.52267,-0.41439,1.6002,
1.3705,0.52267,-0.41074,1.5848,
1.3705,0.52267,-0.41155,1.5953,
1.3705,0.52267,-0.41236,1.6018,
1.3705,0.52267,-0.41398,1.6221,
1.3705,0.52267,-0.41479,1.6253,
1.3705,0.52267,-0.40912,1.6593,
1.3705,0.52267,-0.41236,1.6682,
1.3705,0.52267,-0.40265,1.6447,
1.3705,0.52267,-0.40224,1.6617,
1.3705,0.52267,-0.40629,1.6666,
1.3705,0.52267,-0.39698,1.6585,
1.3705,0.52267,-0.40629,1.6909,
1.3705,0.52267,-0.40589,1.7063,
1.3705,0.52267,-0.40103,1.6917,
1.3705,0.52267,-0.40305,1.6998,
1.3705,0.52267,-0.40589,1.7184,
1.3705,0.52267,-0.3986,1.6941,
1.3705,0.52267,-0.39293,1.7087,
1.3705,0.52267,-0.39577,1.7305,
1.3705,0.52267,-0.39536,1.7297,
1.3705,0.52267,-0.38888,1.7314,
1.3705,0.52267,-0.39455,1.7362,
1.3705,0.52267,-0.38929,1.7322,
1.3705,0.52267,-0.39172,1.7451,
1.3705,0.52267,-0.39415,1.7718,
1.3705,0.52267,-0.38524,1.75,
1.3705,0.52267,-0.38686,1.7581,
1.3705,0.52267,-0.39131,1.7848,
1.3705,0.52267,-0.39334,1.7905,
1.3705,0.52267,-0.39253,1.7985,
1.3705,0.52267,-0.38565,1.7921,
1.3705,0.52267,-0.38443,1.8058,
1.3705,0.52267,-0.38848,1.8212,
1.3705,0.52267,-0.38038,1.8034,
1.3705,0.52267,-0.37917,1.801,
1.3705,0.52267,-0.38119,1.822,
1.3705,0.52267,-0.38119,1.8261,
1.3705,0.52267,-0.38322,1.8374,
1.3705,0.52267,-0.38241,1.8382,
1.3705,0.52267,-0.37472,1.8496,
1.3705,0.52267,-0.38119,1.8625,
1.3705,0.52267,-0.37998,1.8617,
1.3705,0.52267,-0.37229,1.8722,
1.3705,0.52267,-0.3735,1.8625,
1.3705,0.52267,-0.37917,1.8925,
1.3705,0.52267,-0.37876,1.8917,
1.3705,0.52267,-0.37998,1.8941,
1.3705,0.52267,-0.36945,1.8908,
1.3705,0.52267,-0.37634,1.9248,
1.3705,0.52267,-0.37026,1.937,
1.3705,0.52267,-0.36864,1.9281,
1.3705,0.52267,-0.36986,1.9597,
1.3705,0.52267,-0.36014,1.9378,
1.3705,0.52267,-0.36986,1.971,
1.3705,0.52267,-0.36581,1.9621,
1.3705,0.52267,-0.35933,1.9597,
1.3705,0.52267,-0.36662,1.975,
1.3705,0.52267,-0.36581,1.9734,
1.3705,0.52267,-0.36176,1.9945,
1.3705,0.52267,-0.36986,2.0107,
1.3705,0.52267,-0.36743,2.0066,
1.3705,0.52267,-0.35933,2.005,
1.3705,0.52267,-0.35974,2.0066,
1.3705,0.52267,-0.35529,2.0034,
1.3705,0.52267,-0.3561,2.0228,
1.3705,0.52267,-0.35367,2.0204,
1.3705,0.52267,-0.3565,2.0374,
